Shi0_56	सरकारले साउनदेखि निजी अस्पताललाई
Shi0_57	स्वास्थ्य बीमा कार्यक्रम सञ्चालन गर्न नदिने
Shi0_58	बीमा कार्यक्रम सञ्चालन गर्न नदिने निर्णय गरेको छ
Shi0_59	केही वर्षयता मुलुकभित्र र बाहिरसमेत माग बढेपछि
Shi0_60	किसानलाई खेतीतर्फ आकर्षण गर्न 
Shi0_61	पहिलो पटक बीमा कार्यक्रम ल्याइएको हो
Shi0_62	मार्सी धानमा रोग कीराको सङ्क्रमण
Shi0_63	बीमा सुरु भएपछि किसानले ढुक्कसँग खेती गर्न सक्ने
Shi0_64	शाखा कार्यालयका प्रमुख दिपदर्शन फडेराले जानकारी दिए
Shi0_65	धानको पहिचान बचाउन पनि बीमा थालिएको कम्पनीले जनाएको छ
Shi0_66	कृषि क्षेत्रको बीमाको लागि
Shi0_67	सरकारले रकम व्यहोर्दै आइरहेको छ
Shi0_68	मार्सी धान खेतीको बीमा गरेको
Shi0_69	शिखर बीमाले जनाएको छ
Shi0_70	बीमा कार्यक्रम सुरुवात गरिएको छ
Shi0_71	बीमाबापत किसानले सरकारले व्यहोर्ने रकम कटाए
Shi0_72	जिल्लाभर झण्डै तीन हजार हेक्टर खेतीयोग्य जमिन छ
Shi0_73	धानको खेती हुने गरेको कार्यालयले जनाएको छ
Shi0_74	विमानको सुरक्षामा असर नपर्ने
Shi0_75	संस्कृति पर्यटन तथा नागरिक उड्ययनमन्त्री जीवनराम श्रेष्ठ
Shi0_76	पोखरा विमानस्थलको सुरक्षामा
Shi0_77	सम्झौता नगर्ने बताएका छन्
Shi0_78	प्याराग्लाइडिङलाई निरन्तरता दिने
Shi0_79	कुनै उपाय भए खोज्ने उनले बताए
Shi0_80	सञ्चालनमा ल्याउने भएपछि
Shi0_81	सञ्चालनमा ल्याउने तय भएपछि
Shi0_82	मन्त्री श्रेष्ठ पोखरा आइपुगेका छन्
Shi0_83	पोखराको ब्राण्ड बनेको प्याराग्लाइडिङलाई पनि जोगाउन
Shi0_84	जोगाउन ध्यानाकर्षण गराएका छन्
Shi0_85	विमानस्थल यहाँकै मागअनुसार निर्माण भएको हो
Shi0_86	तर सुरक्षामा असर नपर्ने
Shi0_87	कायम राख्न सक्ने स्थिति भएमा
Shi0_88	त्यसलाई प्रयोग गरेर संरक्षण गर्छौं
Shi0_89	राष्ट्रिय सभामा उत्पत्ति भई पारित भएर आएकाले
Shi0_90	सन्देशसहित फेरि राष्ट्रिय सभामा जान्छ
Shi0_91	राष्ट्रिय सभाले स्वीकार गरेपछि
Shi0_92	राष्ट्रिय सभाका अध्यक्षबाट प्रमाणित
Shi0_93	भई राष्ट्रपतिकहाँ पुग्छ
Shi0_94	राष्ट्रपतिले प्रमाणीकरण गरेपछि ऐनका रुपमा लागू हुन्छ
Shi0_95	शपथसम्बन्धी कानुन किन आवश्यक पर्छ
Shi0_96	शपथ किन खाइन्छ
Shi0_97	यसमा आधारित रही तयार पारेको जिज्ञासा र जवाफ
Shi0_98	परमानन्द झाले उपराष्ट्रपति पदको शपथ हिन्दी भाषामा खाएको
Shi0_99	सर्वोच्च अदालतमा शपथ लिनुको अर्थबारे तर्कहरु प्रस्तुत भएका थिए
Shi0_100	शपथ बदरको माग गर्ने कानुन व्यावसायीहरुले त्यसबेला भनेका थिए
Shi0_101	शपथ व्यक्तिले लिने विषय होइन
Shi0_102	जवाफदेहीको पदमा संस्थागत गराउँदा शपथ गराइन्छ
Shi0_103	पाउने काम गर्नको लागि शपथ गराउने गरिन्छ
Shi0_104	सर्वाेच्चतालाई मान्यता दिनु र त्यसको पालन गर्नु पनि हो
Shi0_105	सार्वजनिक पद धारण गर्ने व्यक्तिले
Shi0_106	कानूनले तोकेबमोजिमको शपथ लिने कार्य सम्पन्न भएपछि
Shi0_107	सम्पन्न भएपछि मात्र कार्यभार सम्हाल्न योग्य मानिन्छ
Shi0_108	पदसँग गाँसिएको सुविधा शपथपछि मात्र प्राप्त हुन्छ
Shi0_109	यसकारण पनि शपथ लिनुपर्ने हुन्छ
Shi0_110	राज्यका बिभिन्न तहको सूचनामा पहुँच राख्न सकिन्छ
Shi0_111	दुरुपयोग नगर्ने कुराको बाचा शपथमै प्रयोग हुन्छ
Shi0_112	शपथ लिएको व्यक्तिले सूचनाको गलत प्रयोग गर्दैन
Shi0_113	विश्वासमा सहजै सूचनमा पहुँच दिने प्रचलन छ
Shi0_114	शपथप्रति कानूनी एवं नैतिक दुवै दायित्व सिर्जना हुन्छ
Shi0_115	शपथ लिँदा आफूले गरेको घोषणा
Shi0_116	यदि कसैले शपथ लिँदा आफूले गरेको प्रतिज्ञा प्रतिकूलको
Shi0_117	पदअनुसार आचरण देखाएन भने
Shi0_118	महाअभियोग वा पदमुक्तको आधार बन्न सक्दछ
Shi0_119	जबराविरुद्ध महाअभियोग प्रस्ताव दर्ता भएको छ
Shi0_120	रहेनन् भनेर अध्ययन गरिरहेको छ
Shi0_121	शपथ लिन कानूनी रुपमा नै अनिवार्य गरिएको हुन्छ
Shi0_122	बाध्यकारी व्यवस्था संविधान र विभिन्न कानुनमा उल्लेख छ
Shi0_123	नेपालमा प्रजातन्त्रको स्थापनापछि शपथ ग्रहण सुरु भएको पाइन्छ
Shi0_124	शपथ लिनुपर्ने विषयलाई बाध्यकारी बनाइएको पाइन्छ
Shi0_125	शपथ ऐन भनेर एउटै कानुन थिएन
Shi0_126	सम्बन्धित विभिन्न ऐनले शपथ लिने व्यक्तिहरुले शपथ लिनुपर्ने भनेको थियो
Shi0_127	ऐनमा शपथ सम्बन्धी ढाँचाहरु समावेश थिए
Shi0_128	कानुन न्याय तथा संसदीय मामिला मन्त्री
Shi0_129	नेपालले प्रजातन्त्रको सुरुदेखि नै शपथ लिने विषयलाई अंगालेको छ
Shi0_130	त्यसलाई एउटै कानुनमार्फत व्यवस्थित  गर्न
Shi0_131	नयाँ ऐन आवश्यक परेको हो
Shi0_132	प्रधानमन्त्री शेरबहादुर देउवाले यही तर्क गरेका छन्
Shi0_133	एउटा छुट्टै कानुन व्यवस्था गर्न आवश्यक भएको
Shi0_134	गोपनीयताको शपथ लिँदा महत्वपूर्ण अंश उच्चारण गरेनन् 
Shi0_135	मुलुक र जनताप्रति पूर्ण बफादार रही सत्य निष्ठापूर्वक यो प्रतिज्ञा गर्छु
Shi0_136	राष्ट्रपतिले दोहोर्‍याएर भन्दा पनि ओलीले भन्न मानेनन् 
Shi0_137	ओलीको जवाफ सुनेर राष्ट्रपति विद्या देवी भण्डारी हाँसिन
Shi0_138	शपथ ग्रहणको अंश हो कि होइन
Shi0_139	हालसम्म उक्त मुद्दाको टुंगो लागेको छैन
Shi0_140	प्रधानमन्त्री ओलीले उच्चारण गर्न अस्वीकार गरेको
Shi0_141	राष्ट्रपतिले मन्त्रीहरुलाई शपथ खुवाइन्
Shi0_142	शब्दको स्थान फरक पर्दा ओबामा अलमलिए
Shi0_143	यताउता पारेर उच्चारण गरेपछि दोहोर्‍याएर शपथ लिनुपरेको थियो
Shi0_144	हिन्दी भाषामा शपथ लिन छुट नदिएको
Shi0_145	अदालतमा परेको रिटको फैसला कुरेनन्
Shi0_146	ओलीले आफुले उच्चारण गर्न अस्वीकार गरेको
Shi0_147	देउवाले उल्लेख गरेका छन्
Shi0_148	पेश गर्नुपरेको हो
Shi0_149	नयाँ ऐन अनुसार जनताको नाममा पनि शपथ लिन पाइन्छ
Shi0_150	फोहोर बिहीबार रातिदेखि नै उठाउने भएको छ
Shi0_151	शुक्रबार गाईजात्रा पर्व परेकाले
Shi0_152	हालसम्म थुप्रिएको फोहोर उठाउने गरी
Shi0_153	महानगरपालिकाले तयारी गरेको हो
Shi0_154	फोहोर आजै उठाउनुपर्ने धारणा राखेका थिए
Shi0_155	महानगरपालिकाका प्रवक्ता नविन मानन्धरले बताए
Shi0_156	फोहोर बिहीबार राति नै उठाउने निर्णय गरेको
Shi0_157	प्रयास गर्ने निर्णय भएको छ
Shi0_158	फोहोरले जात्रा सञ्चालनमा नै अवरोध हुने भएपछि
Shi0_159	अस्थायी व्यवस्थापनका लागि तयार भएको हो
Shi0_160	धेरै फोहोर जम्मा भएको महानगरको आकलन छ
Shi0_161	आफैं गएको प्रवक्ता मानन्धरले बताए
Shi0_162	अनुगमनमा समेत गएको छ
Shi0_163	उनी मेरो बीजगणितको कक्षामा सँगै थिइन्
Shi0_164	चुपचाप पछाडि बसेकी
Shi0_165	मेरो अंग्रेजी कक्षामा चुपचाप अगाडि बसेकी
Shi0_166	इतिहासको कक्षामा त मेरै छेउमा
Shi0_167	ताइवान वरपरको क्षेत्रमा गस्ती जारी रहने
Shi0_168	बल प्रयोग गरेर मूल भूमिनै समायोजित गर्न सकिने
Shi0_169	ताइवानले अभ्यास गरेको आरोप चीनमाथि लगाएको छ
Shi0_170	सार्वभौमसत्ताको दाबीलाई अस्वीकार गर्दै आएको छ
Shi0_171	चिनियाँ मूल भूमिभन्दा फरक रहेको ठान्दै आएको छ
Shi0_172	चीनको चेतावनी बेवास्ता गर्दै
Shi0_173	उनी गत साता ताइवान भ्रमणमा निस्किएपछि
Shi0_174	चार दिनसम्म गोलाबारीको अभ्यास
Shi0_175	चिनियाँ नीतिबारेको यो कागजातले ताइवान फिर्ता लिइएको अवस्थामा
Shi0_176	कुनै पनि प्रकारको एकीकरण नचाहेको बताएका थिए
Shi0_177	चाहेको र कम्युनिस्ट शासन रहेको
Shi0_178	तिमीले मसँग विवाह गर्न जालझेल गर्‍यौ
Shi0_179	किनभने तिमी कुमारी हैनौ
Shi0_180	सत्य थाहा पाएको भए तिमीलाई कसैले पनि बिहे गर्दैनथ्यो
Shi0_181	मरियमका पतिले उनीसँग यसो भनेका थिए
Shi0_182	गोलीगाँठोमा ट्याटू खोपाउँदा उनलाई अत्यधिक पीडा भयो
Shi0_183	उनी विज्ञान विषय पढाउँछिन्
Shi0_184	पीडा हाम्रो शरीरले आफूलाई जोगाउने उपाय हो
Shi0_185	नाम उनले व्याख्या गरिन्
Shi0_186	अहिलेसम्मकै पुरानो ट्याटू ओएट्जीमा फेला परेको
Shi0_187	शरीरमा देखिएको थियो
Shi0_188	असफल डकैती र हत्याका आरोपित
Shi0_189	एक व्यक्ति फरार भएपछि उक्त मुद्दा त्यसै बन्द गरिएको थियो
Shi0_190	भारतीय सेनाका पूर्वकर्मचारी रहेका
Shi0_191	उनलाई प्रहरीले डकैती र हत्याको आरोपमा तीस वर्षदेखि खोजिरहेको थियो
Shi0_192	छिमेकी उत्तर प्रदेशमा उनी आममान्छे सरह घुलमिल भएर बसिरहेका थिए
Shi0_193	त्यहाँ उनले नयाँ कागजपत्र बनाए
Shi0_194	स्थानीय महिलासँग विवाह गरे
Shi0_195	तीनजना सन्तान हुर्काए
Shi0_196	यसै हप्ताको सुरुमा गाजिबाद शहरमा रहेको झुपडबस्तीमा
Shi0_197	आफ्नो घरबाट उनी पक्राउ परे
Shi0_198	पक्राउ पर्नुअघि ओमप्रकाशका विभिन्न परिचय रहेको प्रहरीले बताएको छ
Shi0_199	उनले ट्रक चलाए
Shi0_200	धार्मिक समारोहहरूमा गीत गाउने
Shi0_201	समूहको सदस्यका रूपमा
Shi0_202	छिमेकी गाउँहरूको भ्रमण गरे
Shi0_203	जब यो कम भयो
Shi0_204	उहाँले यसलाई बन्द गर्नुपर्‍यो
Shi0_205	नादियाले चुपचाप भनिन्
Shi0_206	गहिरो सास फेरे
Shi0_207	उनले अचम्मको राहत महसुस गरे
Shi0_208	उसले मेरो आलु खनेको थियो
Shi0_209	तर उनीहरूले कल्पना गर्न सकेनन्
Shi0_210	उनले आकाशको चम्किलो घामलाई हेरे
Shi0_211	उनी एक घण्टा अगाडि नै क्लब पुगेका थिए
Shi0_212	स्कुलबाट घर फर्केपछि
Shi0_213	साथीबारे गुनासो गरिरहन्थ्यो
Shi0_214	मेरो ठूलो छोराले एकछिन सोच्यो
Shi0_215	त्यो चकलेट स्कूल लिएर जाने भयो
Shi0_216	प्याकेट राखिदिने सल्लाह भयो
Shi0_217	म उनीहरूलाई लिन बसतर्फ लम्किएँ
Shi0_218	परिवारले प्राथमिकता पाएका थिए
Shi0_219	सामुदायिक जिम्मेवारी पाएका थिए
Shi0_220	मैले मेरी छोरीलाई बोलाएँ
Shi0_221	हामी फिर्ता आउँदैछौं भनेर सहमति गरौं
Shi0_222	हामीले उनको घरमा ठुलो आवाज सुन्यौं
Shi0_223	हामीले एउटा घर भाडामा लियौं
Shi0_224	हाम्रोलागि जीवनलाई एकसाथ बुन्ने धागो बन्यो 
Shi0_225	अरूको खोजी गर्यौं
Shi0_226	एक अर्काको यात्राको ट्र्याक राख्यौं
Shi0_227	धागो बन्न निरन्तरता दिइराखेको छ
Shi0_228	एक दिन जर्मनहरूले रीगा कब्जा गरे
Shi0_229	आमाहरूले आलु बोरामा हाल्न थाले
Shi0_230	बस्तीमा पुगे पछि
Shi0_231	उसले महिलाहरूलाई करायो
Shi0_232	छिटो गर
Shi0_233	म तिनीहरूलाई यहाँबाट लैजान्छु
Shi0_234	वार्डनले उसलाई देख्यो र करायो
Shi0_235	उसले वार्डनलाई गालि दियो
Shi0_236	उसले रिगा छोड्यो
Shi0_237	ट्रेनमा भएको बुढो केही बेर चुपचाप थियो
Shi0_238	पोखरा विमानस्थल सञ्चालन गर्ने आधार छन्
Shi0_239	प्रविधिको प्रयोगबाट कम गर्ने उनको भनाइ थियो
Shi0_240	साइटका कारण विमानस्थलमा हुने जोखिमलाई
Shi0_241	म गलत थिएँ
Shi0_242	उनको नाम लिन थियो
Shi0_243	उसले आक्रमण बाट जोगिनको लागि घाँसमा हाम फाले
Shi0_244	उनीहरूको छोरा ओडेसा विश्वविद्यालयमा पढ्दै थिए
Shi0_245	एउटा आवारा कुकुर बगैंचामा आलुको बिरुवामा लडिबडि गरिरहेको देखिन्
Shi0_246	शिक्षकले ओडेसालाई धेरै अवसरहरूको साथ
Shi0_247	एक जटिल र रोचक शहरको रूपमा वर्णन गरे
Shi0_248	शिक्षकले प्रत्येक विद्यार्थीलाई आफ्ना कथाहरू पढ्न आग्रह गरे
Shi0_249	उनले ओडेसा र शहरी जीवनका
Shi0_250	रोचक मानिसहरूलाई समर्पित ब्लग सुरु गरे
Shi0_251	म बच्चाहरू भएका महिलाहरूसँग मात्र व्यवहार गर्नेछु
Shi0_252	उनीहरूले आफ्ना बच्चाहरूको लागि जे पनि गर्नेछन्
Shi0_253	ऊ आलुका बोराहरू बोकेर आफ्नो गाडीमा भरेर बस्ती तिर गयो
Shi0_254	उनीहरूलाई थाहा थियो कि उनीहरूले उनीहरूलाई फेरि कहिल्यै भेट्ने छैनन्
Shi0_255	आफ्नी पत्नीलाई जर्मनहरूले उसको आलु लगे भन्यो 
Shi0_256	हल्ला थियो कि बस्तीमा यहूदी मानिसहरूसँग अझै धेरै बहुमुल्य गहनाहरू छन्
Shi0_257	उ बस्ति तिर जानु अघि मैले उसलाई सडकमा देखेँ
Shi0_258	उनीहरूलाई केवल नचलिकन चुप रहन देउ
Shi0_259	मेरो मुट्ठीले उसलाई मारेको भए यो अति नराम्रो हुन्थ्यो
Shi0_260	अमेरिकी नागरिक अगुवा थिए
Shi0_261	अधिकार स्थापनाका निम्ति काम गरे
Shi0_262	यो कथा लेखिएको समयमा
Shi0_263	मान्छेहरूलाई छालाको रंगअनुसार बोलाइनु सामान्य थियो
Shi0_264	एउटा सानो रेष्टुरेण्टमा छिरेँ
Shi0_265	एक गिलास दुध र एउटा पाउरोटी किन्न
Shi0_266	गोरो छाला भएका बाहेक
Shi0_267	अरू रंगका मानिसलाई सेवा दिन सक्दैनौँ
Shi0_268	उनले मलाई दुई कुराको संकेत दिइन्
Shi0_269	अलि पछाडि उभिएकी एउटी महिलातिर
Shi0_270	रेष्टुरेण्टमा मलाई सेवा दिन किन सम्भव छैन
Shi0_271	अनि मैले उनलाई प्रजातन्त्रिक अभ्यासका
Shi0_272	रूपमा एउटा प्रयोग गर्न आग्रह गरेँ
Shi0_273	केही असहज मान्दै उनी यसो गर्न सहमत भइन्
Shi0_274	दश मिनेटसम्म म रेष्टुरेण्टको अग्रभागको कुर्सीमा बस्नेछु
Shi0_275	त्यसबेला म मेरो पाउरोटी खाने छैन
Shi0_276	ग्राहक रेष्टुरेण्टबाट उठेर हिँडे
Shi0_277	यदि एकजना त्यस्तो मान्छे देखियो
Shi0_278	म त्यहाँबाट उठेर हिँड्नेछु
Shi0_279	एकजना पनि त्यस्तो मान्छे देखेनौँ
Shi0_280	म मेरो पाउरोटी खान थाल्नेछु
Shi0_281	मैले पन्ध्र मिनेट पर्खिएँ
Shi0_282	त्यसपछि उनी म बसे ठाउँ आइन्
Shi0_283	चिसो भइसकेको मेरो पाउरोटी उठाइन्
Shi0_284	तताएको पाउरोटी प्लेटमा राखिदिइन्
Shi0_285	सहज भावमा सोधिन्
Shi0_286	योसँग पिउने कुरा के लिनुहुन्छ
Shi0_287	आफ्नो रेष्टुरेण्टमा कुनै द्वन्द्व नमच्चाई
Shi0_288	त्यो शहरमा बस्ने काला र गोरा
Shi0_289	दुवै रंगका मानिसहरूले मलाई बताएअनुसार
Shi0_290	लाज नमानी काला मानिसहरूलाई सेवा दिइरहेकी छन्
Shi0_291	वास्तवमै एउटा शाहसको कुरा हो
Shi0_292	यस्तो भेदभावयुक्त वातावरणमा
Shi0_293	म थाहा पाउन चाहन्छु
Shi0_294	मैले उनलाई सोधेँ
Shi0_295	जुरासिक वर्ल्ड डोमिनियन पनि
Shi0_296	नेपाली बक्स अफिसमा चलेन
Shi0_297	आइतबार उनीहरुबीच राजधानी किभको
Shi0_298	राष्ट्रपति भवनमा भेटवार्ता भएको हो
Shi0_299	टाइगरको नाम यतिबेला आकांक्षा शर्मासँग जोडिएको छ
Shi0_300	आर्यघाटमा कतिपयले भिन्नभिन्न भाषा र बोली
Shi0_301	आज यहाँ जम्मा भएकामध्ये कति जनाका लागि
Shi0_302	सत्तामा नरहेका बेला पनि अन्तिम बिदाइ गर्न
Shi0_303	मनैदेखि यति धेरै शुभचिन्तक जम्मा होलान्
Shi0_304	अन्तिम बिदाइका लागि जम्मा हुने सरकारी लस्कर होइन
Shi0_305	शुभेच्छुकहरूले व्यक्त गरेको स्श्रद्धाले
Shi0_306	 आफ्नो कर्तव्यप्रति चिन्तन गर्न
Shi0_307	एवं इमानदार रहन अभिप्रेरित गर्दछ
Shi0_308	यो अनि यस्तै धेरै प्रश्न मनमा बोकेर घाटबाट म फर्किएँ
Shi0_309	अरू धेरैसँग यस कुरामा भाव होला भन्ने लागेको छ
Shi0_310	मैले संवेदना व्यक्त गर्न खोज्दा
Shi0_311	उहाँकी सँगिनी भारती सिलवाल गिरि नै पहिले बोल्नुभयो
Shi0_312	मैले आर्यघाटमा हुनुहुन्छ भन्या थिएँ
Shi0_313	प्रदीप गिरि अहिले कहाँ हुनुहुन्छ भनेर सोध्दा
Shi0_314	आज पनि घाटमा हुनुहुन्छ
Shi0_315	उहाँ आर्यघाटमा हामी सबैबीच चिरनिद्रामा हुनुहुन्छ
Shi0_316	भारतीले यसो भन्दै गर्दा
Shi0_317	तत्कालै केही भन्न मलाईं गाह्रो भयो
Shi0_318	अलि पछि उहाँलाई सान्त्वनाका केही कुरा भनें
Shi0_319	उहाँको यो वचन मेरो मानसमा धेरै पछिसम्म गुन्जिरहनेछ
Shi0_320	जम्मा भएका हामी प्रत्येकलाई बाँकी रहेका अरूले
Shi0_321	पालैपालो अन्तिम बिदाइ गरिरहनेछौं
Shi0_322	सबैको जीवनको अन्तिम क्षणको
Shi0_323	निर्माण गर्ने प्रयत्न गर्ने पथमा क्रियाशील रहन
Shi0_324	यो वचनले मलाई अभिप्रेरित गरिरहनेछ
Shi0_325	घाटबाट फर्किंदा सरिता प्रसाईंले सोधिन्
Shi0_326	अब देश र राजनीतिबारे गम्भीर कुरा गर्ने
Shi0_327	तपाईंहरूको कति ठाउँ बाँकी रह्यो
Shi0_328	 म यस्तै भाव लिएर फर्किएको थिएँ
Shi0_329	आज सरिता र म मात्रै होइन
Shi0_330	अरु धेरै साथी पनि यही तरंग बोकेर फर्किनुभयो होला
Shi0_331	सुरुमा नेपाली कांग्रेसको जुन राजनीतिक परिवेशमा हामी थियौं
Shi0_332	छब्बीस वर्षका केही प्रसंग र तीसँग जोडिएका विषयवस्तुबारे अब चर्चा गर्दछु
Shi0_333	नेपाली कांग्रेसको चौधौं महाधिवेशनमा नेतृत्व छनोटबारे
Shi0_334	उहाँसँग पटकपटक लामो कुराकानी भएको थियो
Shi0_335	उहाँले देख्न चाहेको जस्तो नेतृत्वबारे
Shi0_336	उहाँकै विचार सार्वजनिक जानकारीमा छन्
Shi0_337	२०७७ चैतमा तत्कालीन प्रधानमन्त्री केपी शर्मा ओलीको विकल्पमा
Shi0_338	संसदीय बहुमत निर्माणका लागि जनदबाब सिर्जना गर्न
Shi0_339	नागरिक आन्दोलनले आयोजना गर्न लागेको
Shi0_340	केही आन्दोलनका अगुवाहरू उहाँकहाँ आउनुभएको थियो
Shi0_341	 त्यो भेटघाटमा गिरिले मलाई पनि बस्न भन्नुभयो
Shi0_342	 मलाई सो कार्यक्रममा सामेल गर्न आयोजकहरूलाई भन्नुभयो
Shi0_343	उहाँले नेपाली कांग्रेसका तर्फबाट आफूलाई होइन
Shi0_344	यो सदाशयलाई मैले उहाँको मेराप्रतिको स्नेह र विश्वासका रूपमा मनमा राखेको छु
Shi0_345	समावेशी राजनीतिको कुरा गर्दा
Shi0_346	चर्चा गरेको प्रसंग यहाँ पनि सान्दर्भिक हुन सक्छ
Shi0_347	आमनिर्वाचनको प्रचारका क्रममा मधेशी समुदायको
Shi0_348	उम्मेदवारलाई विजयी बनाउने वाचा गर्नुभएको थियो
Shi0_349	पहाडबाट मधेशीलाई सांसद बनाउने बीपीको प्रतिबद्धता
Shi0_350	पूरा हुन देशले अरू कति कुर्नुपर्ने हो
Shi0_351	हाम्रो दलमा पनि संघीयताको पक्षमा निर्णय गर्न सहज थिएन
Shi0_352	थुनामा रहेका सभापतिले पनि संघीयताको निर्णय गर्न सहज मान्नुभएको थिएन
Shi0_353	मूल अग्रसरतामा राजनीतिक दस्ताबेज गर्ने
Shi0_354	प्रस्ताव पारित गराउन सम्भव भयो
Shi0_355	दलका सभापति र अर्का नेता प्रकाशमान सिंह कारागारमा रहँदा
Shi0_356	सो पारित हुने कुरा कल्पनाबाहिर थियो
Shi0_357	गिरिकै कारण सो प्रस्ताव महाधिवेशनमा पारित भयो
Shi0_358	करिब एक दशकपछि भएको तेह्रौं महाधिवेशनपछिको प्रसंग
Shi0_359	त्यस बेला दलमा आफ्नो भूमिका संकुचित हुनेछ
Shi0_360	 मैले चित्त बुझाएरै बसेको थिएँ
Shi0_361	सो ग्रन्थ रोचक भएको कुरा पनि छ
Shi0_362	मलाई सो ग्रन्थ अध्ययन गर्ने तीव्र इच्छा जागृत भयो
Shi0_363	 अनलाइन भर्सन किनेर
Shi0_364	फुर्सदको जुनसुकै बेला आइप्याड मोबाइल जेमा मिल्यो त्यसैमा गरेर
Shi0_365	प्राचीनकालमा पूर्वीय मुलुक बेबिलोन
Shi0_366	छलफलबाट यस्तो सम्भावना कुनै पनि बेला देखिन सक्थ्यो
Shi0_367	माओवादीका लागि मूलधारको राजनीतिक यात्रा सम्भव भयो
